"HplID";"Hpl_Wgs84North";"Hpl_Wgs84East";"Hpl_SwerefEast";"Hpl_SwerefNorth";"KommunNamn";"LanNamn";"TatortKod";"TatortNamn";"Befolkning2018";"TatortTyp"
"705024";59,5725432900184;17,4987103923261;641144,481994539;6606462,32147381;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705025";59,5369461492369;17,5020870243634;641484,42569566;6602507,23776948;"HÂbo";"Uppsala l‰n";"T0618";"R√•by";984;"Mindre t√§tort"
"705026";59,5377340174529;17,5153680664713;642231,868451286;6602623,28643683;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705027";59,5412449880466;17,5187637868963;642409,001758884;6603021,35734921;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705028";59,5444170332884;17,5240350039685;642693,522568792;6603385,73856433;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705029";59,5434135278063;17,5135869780467;642107,266460306;6603251,64924194;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705031";59,7054420252079;17,6225565953128;647553,223046064;6621524,22839107;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705032";59,5478266576664;17,5042432109595;641560,654929823;6603722,92060714;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705033";59,552340328115;17,4967945133827;641120,836505666;6604209,48468932;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705034";59,553188473856;17,5525511216863;644267,613446867;6604423,64110972;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705036";59,5570364680371;17,5454093954105;643847,684595268;6604836,46226448;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705037";59,5570629011992;17,5016480694038;641375,279299471;6604745,46636952;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705038";59,5574293421971;17,5381239701451;643434,426392417;6604864,4399412;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705039";59,5607716892234;17,509193972442;641785,990678597;6605174,36679177;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705040";59,5608302164688;17,5423322249131;643657,676546266;6605252,07374222;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705041";59,5629310076693;17,5109130189495;641874,010722584;6605418,38678365;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705042";59,5643207748902;17,5076039701361;641681,256825656;6605566,01728521;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705043";59,5611861153524;17,5526999692572;644241,807984874;6605314,1529666;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705044";59,5658998713068;17,5344187995234;643189,125725763;6605799,27737666;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705045";59,5673257239805;17,505048401154;641524,29350899;6605895,04606383;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705047";59,5702931310531;17,5026143646418;641374,376211834;6606220,16105377;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705049";59,5729803788405;17,5079349426302;641663,549273625;6606530,61007638;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705050";59,572640732823;17,5215800151776;642435,500488487;6606521,98443589;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705052";59,5776107236632;17,5122574335713;641888,134686418;6607055,2324546;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705054";59,5827104246599;17,5081077779766;641632,400658056;6607614,01592116;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705055";59,5938532150338;17,4857741536237;640325,176552423;6608806,90314471;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705057";59,5945102713204;17,5106698025547;641727,365860177;6608932,90626594;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705058";59,5956123112104;17,4773969463191;639845,109808787;6608985,03733726;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705059";59,5971000723043;17,4712546317108;639492,326665688;6609137,72225985;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705061";59,601567022826;17,5072189399777;641502,960643653;6609711,0258004;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705062";59,6032504887685;17,4491695806339;638220,830569508;6609776,15102654;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705063";59,6044334399748;17,4131448617257;636183,551587404;6609833,39639719;"HÂbo";"Uppsala l‰n";"T0584";"Kr√§gga";612;"Mindre t√§tort"
"705064";59,6045601991704;17,4064552082793;635805,624338258;6609833,8063473;"HÂbo";"Uppsala l‰n";"T0584";"Kr√§gga";612;"Mindre t√§tort"
"705065";59,6062493039174;17,4676682933189;639252,09811257;6610148,60060164;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705066";59,6085188252929;17,4748843936972;639649,765541267;6610416,37648926;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705067";59,6066731498065;17,3951297648025;635158,181957372;6610045,89927663;"HÂbo";"Uppsala l‰n";"T0584";"Kr√§gga";612;"Mindre t√§tort"
"705068";59,6103620535094;17,5005589930023;641090,325068756;6610675,82137287;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705069";59,6083994215502;17,3934397190576;635055,91102098;6610234,61814948;"HÂbo";"Uppsala l‰n";"T0584";"Kr√§gga";612;"Mindre t√§tort"
"705070";59,610959180461;17,4792398080409;639885,307446833;6610697,18079833;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705071";59,614789276868;17,3936348315059;635041,270088719;6610946,29319007;"HÂbo";"Uppsala l‰n";"T0584";"Kr√§gga";612;"Mindre t√§tort"
"705072";59,6172357798655;17,4987432637099;640959,104722572;6611437,07518982;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705073";59,6254059928532;17,4938546958134;640649,245549975;6612336,13107343;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705074";59,6307967553415;17,4837545768412;640057,334309484;6612914,82413871;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705075";59,6305697249717;17,5069486515721;641365,78178117;6612938,715184;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705076";59,6323366345012;17,4777682797594;639713,474458375;6613073,61471672;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705077";59,6324471120656;17,5137805013788;641742,990808748;6613162,2532113;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705078";59,6369965017015;17,4671486999884;639095,56852733;6613570,00751963;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705079";59,6400807482839;17,4525299864612;638258,938124088;6613882,77948177;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705080";59,6449894452182;17,4612655342044;638730,982199638;6614447,40021639;"HÂbo";"Uppsala l‰n";"T0690";"Kivinge";203;"Mindre t√§tort"
"705081";59,6445596225692;17,5328936393298;642768,908710439;6614551,44169171;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705082";59,6499795716173;17,539912626823;643141,320883519;6615169,84436914;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705083";59,6538696730251;17,3965987434458;635051,345305107;6615302,51482826;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705084";59,6524220842122;17,4100471133832;635814,812295208;6615168,81939951;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705085";59,6532465364668;17,4579115686292;638507,944634926;6615359,50514209;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705087";59,657874681975;17,5471154170882;643513,379600513;6616064,18879618;"HÂbo";"Uppsala l‰n";"T0570";"H√§ggeby och Vreta";248;"Mindre t√§tort"
"705088";59,6592374839034;17,4512688577627;638109,09038583;6616012,52572213;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705089";59,6646620468899;17,5545479030708;643902,926070652;6616835,77066513;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705090";59,6775437799463;17,5364011726471;642826,188652244;6618230,40867848;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705091";59,6853899957444;17,6039090776682;646592,044949641;6619250,98315667;"HÂbo";"Uppsala l‰n";"T0626";"Slottsskogen";1613;"Medelstor t√§tort"
"705092";59,6945202185318;17,6085369998158;646812,523949461;6620277,46435051;"HÂbo";"Uppsala l‰n";"T0626";"Slottsskogen";1613;"Medelstor t√§tort"
"705093";59,6959284070812;17,536585829026;642758,322181465;6620277,17797459;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705095";59,7004977444861;17,6040972805159;646536,608141568;6620932,98283937;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705097";59,703896637739;17,6069978914556;646684,901901305;6621317,71113021;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705098";59,7051092638119;17,6069564280874;646677,263480779;6621452,59210241;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705100";59,7067556684388;17,5988358929532;646213,343475282;6621617,91951441;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705102";59,7078523913208;17,5795620091284;645124,586263443;6621697,66638224;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705103";59,708211421455;17,5689018373116;644523,50117713;6621714,35483765;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705104";59,7085616653064;17,5881820725586;645606,3025678;6621795,50422179;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705106";59,6616744128396;17,5530437905285;643831,021253472;6616499,96296993;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705107";59,5720439093703;17,4788826503072;640026,890451959;6606364,77196235;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705108";59,5475196355525;17,5256961309115;642774,271426498;6603734,64960667;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705109";59,7075171623332;17,5604074818169;644048,758724276;6621618,60154807;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705110";59,6654925046293;17,5656293527858;644523,388029021;6616952,28829216;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705111";59,5597949122044;17,5364410379914;643329,294766578;6605124,11241689;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705114";59,5740216614598;17,532640739735;643054,223069805;6606699,46156378;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705115";59,5772488947719;17,524823541443;642599,15570601;6607041,86838676;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705116";59,5804203732533;17,5136741966141;641956,287025028;6607370,99713575;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705117";59,5807147093315;17,5020770015039;641300,320245841;6607379,03049724;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705120";59,5676020175966;17,5292507678508;642890,019763671;6605977,61072573;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705121";59,598388787378;17,4637914005761;639065,86081187;6609265,51725463;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"705122";59,5625502586563;17,5208189159777;642435,156377513;6605397,20344186;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705123";59,5573990228387;17,5179036137852;642292,221289807;6604817,58327112;"HÂbo";"Uppsala l‰n";"T0520";"B√•lsta";15210;"St√∂rre t√§tort"
"705124";59,6550880001595;17,5574912683171;644109,758172321;6615776,49268267;"HÂbo";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717001";60,1723574364732;17,1829500326594;621111,1905719;6672608,36997145;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717002";60,1586225410738;17,2052842669082;622401,076802439;6671120,45467776;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717003";60,1462836738251;17,2014834870726;622235,974648421;6669739,74431566;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717004";60,1234503968591;17,2214402859774;623429,295270704;6667234,86808161;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717005";60,1017170684458;17,1926405925509;621909,819557392;6664761,86637918;"Heby";"Uppsala l‰n";"T6228";"Harbo";792;"Mindre t√§tort"
"717006";60,1822649631277;17,1728033621396;620512,077871943;6673692,80975268;"Heby";"Uppsala l‰n";"T6384";"√ñsterv√•la";1760;"Medelstor t√§tort"
"717007";60,182796310617;17,1674004795274;620210,543031032;6673742,11528914;"Heby";"Uppsala l‰n";"T6384";"√ñsterv√•la";1760;"Medelstor t√§tort"
"717008";60,1825768562529;17,15726248075;619649,192286976;6673699,2676509;"Heby";"Uppsala l‰n";"T6384";"√ñsterv√•la";1760;"Medelstor t√§tort"
"717009";60,1811591254628;17,1376862541072;618568,794935571;6673506,11355765;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717010";60,1753116520014;17,1236831502283;617813,224028094;6672830,03711665;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717011";60,1699030760984;17,105973185932;616850,181852335;6672196,41810955;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717012";60,1662501618562;17,0967319351172;616350,462171996;6671773,41106325;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717013";60,1655330823222;17,0892282587068;615936,692883932;6671680,37877739;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717014";60,1685106293827;17,0632766995589;614486,529690478;6671966,60157752;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717015";60,1706817526086;17,0500817912276;613747,02637627;6672185,51899025;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717016";60,176446241597;17,036442989857;612970,653061194;6672803,89311941;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717017";60,1743299562733;16,9878595870823;610283,161147187;6672486,14123312;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717018";60,1722036948059;16,9704872351795;609326,630499805;6672220,52062975;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717019";60,1615378815124;16,9375465547387;607534,21878839;6670978,92353848;"Heby";"Uppsala l‰n";"T6352";"T√§rnsj√∂";1222;"Medelstor t√§tort"
"717020";60,1596673912556;16,9358433933591;607445,816986442;6670767,89412599;"Heby";"Uppsala l‰n";"T6352";"T√§rnsj√∂";1222;"Medelstor t√§tort"
"717021";60,156999662563;16,9328885576288;607290,539848665;6670466,06968127;"Heby";"Uppsala l‰n";"T6352";"T√§rnsj√∂";1222;"Medelstor t√§tort"
"717022";60,0464429181226;16,9726797598645;609866,367188447;6658222,40483306;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717023";60,0389900392805;16,9606815729894;609222,882760925;6657372,75566327;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717024";60,0356580144897;16,9588249132933;609130,466846129;6656998,71666149;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717025";60,0267565115167;16,9543355041377;608909,696735743;6656000,25970045;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717026";60,0197959530478;16,9391734037622;608087,645731174;6655200,42354717;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717027";60,0086525951651;16,9364437128791;607971,856730863;6653955,30681318;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717028";60,0025210958875;16,9312516174112;607702,347827532;6653264,18460947;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717029";59,9651457165806;16,8945164935531;605773,258911316;6649043,67442392;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717030";59,9551702413716;16,8783851091243;604904,316642413;6647907,35678478;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717031";59,9458095534187;16,8670605603612;604301,380698945;6646847,26444847;"Heby";"Uppsala l‰n";"T6232";"Heby";2705;"Medelstor t√§tort"
"717032";59,9406657614835;16,8626204218984;604069,500477948;6646267,57874463;"Heby";"Uppsala l‰n";"T6232";"Heby";2705;"Medelstor t√§tort"
"717033";60,0843027755642;17,0373927320553;613339,795911889;6662546,7752028;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717034";60,073605416005;17,0186358231067;612332,953198925;6661323,7726861;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717035";60,0703930295651;17,0135965599913;612063,48417872;6660957,56986849;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717036";60,063544149017;17,0007222284878;611370,214803692;6660173,29404166;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717037";60,0540864030777;16,9953538476949;611103,233765429;6659111,28496568;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717038";60,1823028110106;17,1847541132834;621174,611332902;6673718,89717839;"Heby";"Uppsala l‰n";"T6384";"√ñsterv√•la";1760;"Medelstor t√§tort"
"717039";60,1506453653875;16,9221744187335;606716,528040597;6669741,23286692;"Heby";"Uppsala l‰n";"T6352";"T√§rnsj√∂";1222;"Medelstor t√§tort"
"717040";60,1440514959256;16,9110243845277;606118,854791033;6668989,11457936;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717041";60,1392863179081;16,9054830617175;605826,511377193;6668449,67423739;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717042";60,1355821432448;16,9018681905691;605637,662728326;6668031,4687463;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717043";60,0951293792606;16,8795490823558;604526,342240889;6663491,99454387;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717044";60,0791218745989;16,8798911769708;604596,068283932;6661710,27480569;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717045";60,0733629902845;16,8783029365682;604525,939591111;6661066,57421955;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717046";60,0516318777142;16,8659842256526;603908,844231858;6658627,63414574;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717047";60,0470042182947;16,8542056033093;603267,509794179;6658093,93992645;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717048";60,0391150665334;16,8300187794551;601945,003412723;6657178,03091012;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717049";60,0352265521369;16,8079918539878;600729,99293084;6656711,32548128;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717050";60,0341554456148;16,8012495272446;600357,663886071;6656581,81606823;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717051";60,0291038163384;16,8104793055527;600887,222544566;6656033,40927375;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717052";60,0251028272325;16,8230745601037;601601,245589414;6655607,22161582;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717053";60,0233797302966;16,8276847607251;601863,434800154;6655422,46423288;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717054";60,0195760627698;16,8331804572931;602181,418532573;6655007,44325427;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717055";60,0118501922689;16,8397359317761;602570,689646125;6654157,39707037;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717056";60,0043163551047;16,8366329124893;602421,012746121;6653313,77717255;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717057";59,9988950629695;16,8319659276825;602177,519578346;6652702,9570276;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717058";59,9939493764483;16,8307735412049;602126,268065203;6652150,46675214;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717059";59,9846805666863;16,8326009746914;602256,782952488;6651121,30854042;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717060";59,9800373886958;16,8352156579908;602416,996658337;6650608,38644185;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717061";59,9577100886394;16,8401975643561;602764,117902727;6648130,2198517;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717062";59,9565052587306;16,8529757365359;603481,336137758;6648015,98848755;"Heby";"Uppsala l‰n";"T6232";"Heby";2705;"Medelstor t√§tort"
"717063";59,9540607594377;16,8589838831893;603824,455338808;6647753,23367076;"Heby";"Uppsala l‰n";"T6232";"Heby";2705;"Medelstor t√§tort"
"717064";59,9471461957868;16,8604466843214;603927,784177227;6646985,67838733;"Heby";"Uppsala l‰n";"T6232";"Heby";2705;"Medelstor t√§tort"
"717065";60,091789934624;17,0402061600917;613470,53403697;6663385,1768074;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717066";60,1093363167225;17,0376076708782;613265,792695204;6665334,22704235;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717067";60,1128872868304;17,0341433623473;613061,086723383;6665723,63811943;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717068";60,1186401637349;17,0235650661766;612453,629450351;6666346,07841433;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717069";60,1334347324764;16,9907478072734;610580,633794237;6667937,84081212;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717070";60,1406857475757;16,9869406351221;610344,909969738;6668738,77486562;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717078";59,9751149537545;16,8368001156075;602520,622239271;6650062,78232763;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717079";60,176720747804;17,2740797306565;626149,063959168;6673264,76205712;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"717083";59,9364975195775;16,9429141499316;608568,508561721;6645932,47971652;"Heby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719000";60,5559397869926;17,4276751086722;633111,207236201;6715783,8769923;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719006";60,625445212592;17,4128745252954;632015,894177093;6723491,81620362;"ƒlvkarleby";"Uppsala l‰n";"T0616";"Skutsk√§r";7168;"St√∂rre t√§tort"
"719007";60,5611556366553;17,443836746165;633975,503537039;6716397,34625206;"ƒlvkarleby";"Uppsala l‰n";"T0664";"√Ñlvkarleby";1502;"Medelstor t√§tort"
"719008";60,540177873235;17,4164449034836;632560,115187483;6714006,49451123;"ƒlvkarleby";"Uppsala l‰n";"T0670";"√Ñlvkarle√∂";235;"Mindre t√§tort"
"719012";60,4867903408851;17,4218749553514;633076,717045515;6708074,07527381;"ƒlvkarleby";"Uppsala l‰n";"T0600";"Marma";305;"Mindre t√§tort"
"719013";60,4902835393012;17,4262153070848;633300,797216151;6708471,73748672;"ƒlvkarleby";"Uppsala l‰n";"T0600";"Marma";305;"Mindre t√§tort"
"719014";60,4962467836761;17,42525718541;633223,702244249;6709133,6537363;"ƒlvkarleby";"Uppsala l‰n";"T0600";"Marma";305;"Mindre t√§tort"
"719018";60,607608982073;17,4512482126744;634188,845419027;6721583,87746341;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719019";60,602965472566;17,4543713983899;634379,0690175;6721073,31781916;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719020";60,5874109402083;17,4723026642025;635425,640236889;6719378,50878077;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719021";60,562609084921;17,4328778950563;633368,919730515;6716536,87882723;"ƒlvkarleby";"Uppsala l‰n";"T0664";"√Ñlvkarleby";1502;"Medelstor t√§tort"
"719022";60,6286416045797;17,4128142867789;631999,532846945;6723847,54017867;"ƒlvkarleby";"Uppsala l‰n";"T0616";"Skutsk√§r";7168;"St√∂rre t√§tort"
"719023";60,5667689744988;17,455282165751;634579,427767827;6717045,61646252;"ƒlvkarleby";"Uppsala l‰n";"T0664";"√Ñlvkarleby";1502;"Medelstor t√§tort"
"719024";60,6037106695399;17,5471640656589;639454,63380537;6721349,52572261;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719025";60,6328730112731;17,4087850739778;631761,902041601;6724310,5262737;"ƒlvkarleby";"Uppsala l‰n";"T0616";"Skutsk√§r";7168;"St√∂rre t√§tort"
"719043";60,6118612001464;17,4448899483711;633823,273470158;6722044,29614516;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719044";60,6177982866723;17,4453372218871;633823,15327677;6722706,15593755;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719046";60,4663155965404;17,4173118837019;632909,791692603;6705785,51138285;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"719047";60,4774414306729;17,4222103069123;633133,448991915;6707033,98900511;"ƒlvkarleby";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
