"HplID";"Hpl_Wgs84North";"Hpl_Wgs84East";"Hpl_SwerefEast";"Hpl_SwerefNorth";"KommunNamn";"LanNamn";"TatortKod";"TatortNamn";"Befolkning2018";"TatortTyp"
"782001";60,1534672001058;17,9961296812239;666304,305303997;6672275,44917114;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782002";60,1462676348113;17,9862510629944;665792,48448142;6671449,34099222;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782003";60,141056129398;17,9744553592331;665164,038917711;6670839,7716167;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782004";60,2584281230219;18,3701414073084;686456,055215431;6684955,68459659;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782005";60,1400284005726;17,970318873657;664939,601318303;6670715,05231325;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782006";60,1500221182909;17,9365065855123;663013,380814602;6671743,34548171;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782007";60,1639310373414;17,9358756674337;662909,509257627;6673289,80305038;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782008";60,1713792726518;17,783168631382;654404,410579398;6673751,82096752;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782009";60,2582390798104;18,3720240913313;686561,23142276;6684939,97319772;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782010";60,1905554119941;17,8219872803104;656465,835552237;6675977,59386179;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782011";60,3190356633634;18,5345834811197;695186,451868056;6692175,42579195;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782013";60,3291292115761;18,23908382478;678822,441125881;6692460,13180801;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782014";60,1764272041899;18,1881034524072;676831,231105596;6675329,54062288;"÷sthammar";"Uppsala l‰n";"T0540";"Gimo";2782;"Medelstor t√§tort"
"782015";60,3405005724945;18,4459879151127;690172,119184675;6694304,74940705;"÷sthammar";"Uppsala l‰n";"T0676";"√ñregrund";1601;"Medelstor t√§tort"
"782016";60,4034751306797;18,1790192193999;675108,7371822;6700572,35431622;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782017";60,1969501036288;17,8983394816635;660666,133582908;6676872,75520945;"÷sthammar";"Uppsala l‰n";"T0684";"√ñsterbybruk";2369;"Medelstor t√§tort"
"782018";60,062765555481;18,080049664196;671431,057670449;6662395,72673941;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782021";60,3480120020194;18,4638106341004;691111,119567362;6695192,11214742;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782022";60,1581956163115;17,9908961015436;665990,092587735;6672788,52204983;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782023";60,1610687047154;17,9870874653988;665764,34270413;6673098,71050275;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782024";60,1965760665357;17,8781354790587;659548,442567015;6676782,1137598;"÷sthammar";"Uppsala l‰n";"T0684";"√ñsterbybruk";2369;"Medelstor t√§tort"
"782025";60,1740106066213;17,849411048487;658065,242675344;6674201,46037786;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782028";60,1720326918744;18,3733875730807;687127,356982912;6675351,34095707;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782029";60,3367797299837;18,4484044833682;690327,078237639;6693897,70610175;"÷sthammar";"Uppsala l‰n";"T0676";"√ñregrund";1601;"Medelstor t√§tort"
"782030";60,3339721411489;18,4459856481995;690210,004457647;6693578,32039286;"÷sthammar";"Uppsala l‰n";"T0676";"√ñregrund";1601;"Medelstor t√§tort"
"782031";60,333259248221;18,442993700462;690049,104702705;6693490,36418646;"÷sthammar";"Uppsala l‰n";"T0676";"√ñregrund";1601;"Medelstor t√§tort"
"782032";60,2648452124755;18,4728588859047;692097,8796032;6685964,53348851;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782033";60,2641753979154;18,4668576258556;691770,052473394;6685872,53741226;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782034";60,3346589490503;18,1312934933989;672845,406020695;6692787,93551086;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782035";60,3276496103111;18,1068562331477;671533,952272909;6691944,02855648;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782036";60,2922603580318;18,0487837536406;668511,481729059;6687855,74459696;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782037";60,2918511456958;18,1202749072577;672463,109561008;6687995,05746357;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782038";60,2908904070694;18,127478168755;672866,119490765;6687907,00180301;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782039";60,2579851293061;18,1477701618483;674162,037740811;6684298,44900531;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782040";60,2311270546603;18,1862056490688;676431,961647161;6681411,67496239;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782043";60,063320916341;18,0785610815732;671345,36486046;6662453,67123495;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782045";60,2584414872404;18,3577997885038;685773,566618779;6684922,34338255;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782046";60,2560557537863;18,3487598097485;685287,198259854;6684631,43996093;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782047";60,2602498238912;18,3557538670017;685650,195063762;6685117,80486314;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782048";60,2625889091459;18,3569299228549;685701,963562378;6685381,39779883;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782049";60,0374706072972;18,0321113121344;668893,34232544;6659457,25642777;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782050";60,2705988865778;18,3653272015592;686120,709472423;6686296,37991895;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782051";60,2628501404625;18,3708669961165;686471,010263964;6685449,79262058;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782052";60,2606804017422;18,3702272808052;686447,988542468;6685206,54793271;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782053";60,255008713571;18,3765415169502;686829,430260297;6684593,3054402;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782054";60,2520572005487;18,3810257699069;687094,251042056;6684277,59150139;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782055";60,2524753165312;18,3840037143253;687256,554299567;6684332,56794436;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782056";60,3993649193333;18,1783932482651;675096,360921928;6700113,27820791;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782057";60,0462874270582;18,1555952761133;675721,306513452;6660760,35137503;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782058";60,2945125049507;18,4055327837332;688205,449619149;6689071,46234354;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782061";60,1256866190349;18,0797651407569;671088,639736734;6669397,3725318;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782063";60,0749619810363;18,0793621685493;671329,530664928;6663751,26060752;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782064";60,0726180340497;18,0731098323986;670993,968438523;6663474,2114118;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782065";60,0691159939307;18,0673540282747;670691,957559293;6663069,59337398;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782066";60,0657972607602;18,0718692717739;670960,277612256;6662711,92822268;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782069";60,1733971168645;18,1722938983716;675971,006862786;6674950,09182133;"÷sthammar";"Uppsala l‰n";"T0540";"Gimo";2782;"Medelstor t√§tort"
"782071";60,175448206906;17,7600388271215;653102,779471308;6674150,84512968;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782072";60,25328309321;18,5266141678489;695138,246048341;6684835,87910768;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782075";60,3389011644594;18,4415107207338;689934,490588359;6694113,8691937;"÷sthammar";"Uppsala l‰n";"T0676";"√ñregrund";1601;"Medelstor t√§tort"
"782076";60,2592742825502;18,3653824602282;686188,108820329;6685036,39557101;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782077";60,2202785333996;18,2245133978708;678611,108454333;6680307,4918743;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782078";60,1720699698454;18,193717293352;677165,917527041;6674859,70579903;"÷sthammar";"Uppsala l‰n";"T0540";"Gimo";2782;"Medelstor t√§tort"
"782079";60,1332422410379;18,0266093302955;668098,545090193;6670101,73776954;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782081";60,3804484431641;18,1559957378924;673964,05044945;6697948,77092041;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782082";60,3693500850918;18,1641350667479;674471,823720012;6696735,18780776;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782083";60,2202023665823;17,9131941679058;661374,935927662;6679496,94732669;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782084";60,2010351133184;17,8972107923211;660583,626078452;6677324,66580353;"÷sthammar";"Uppsala l‰n";"T0684";"√ñsterbybruk";2369;"Medelstor t√§tort"
"782085";60,0349628647957;18,2184693069511;679282,051209867;6659668,97421527;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782086";60,0339234996762;18,2217855520122;679472,322434949;6659562,31266516;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782087";60,0532296763819;18,1331931311671;674437,812925441;6661473,57274159;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782088";60,0672422875889;18,2022862393767;678206,921756829;6663217,28887559;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782089";60,0691782776653;18,2014924474707;678152,327119299;6663430,58840752;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782090";60,2373928132878;18,2992388687278;682652,687018953;6682416,56782118;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782093";60,1509046028287;18,1797903950763;676507,254156613;6672467,04620069;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782094";60,0716925076455;18,095559010911;672247,304373408;6663429,51611917;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782095";60,1792401358756;18,3993876656801;688527,443575397;6676227,31773353;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782096";60,1705956956869;18,4622205209991;692060,463869491;6675446,60370262;"÷sthammar";"Uppsala l‰n";"T0560";"Hargshamn";298;"Mindre t√§tort"
"782097";60,1739476857145;18,4319202394189;690361,227185393;6675731,79892199;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782098";60,170254129138;18,4433584855442;691016,74907884;6675353,86416825;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782099";60,2862944277455;18,2882764126588;681774,646452738;6687827,9849261;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782100";60,3261471625425;18,3433460042459;684592,078895632;6692415,74329309;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782101";60,3273764340326;18,3588705517464;685441,741363384;6692596,11331728;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782102";60,3390381479696;18,4400362284509;689852,368195975;6694124,86244328;"÷sthammar";"Uppsala l‰n";"T0676";"√ñregrund";1601;"Medelstor t√§tort"
"782104";59,8440363252572;17,9749812292268;666680,878879981;6637784,99711005;"Uppsala";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782106";60,0685824104033;18,1702422766493;676417,43903181;6663280,43783036;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782109";60,11484004403;17,9473293001165;663788,734611152;6667854,50011224;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782110";60,126336181752;17,9559764930654;664211,775067124;6669155,43708839;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782111";60,1451344516994;18,0069916415449;666949,18627065;6671375,48155173;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782112";60,1468064445135;18,1954686372129;677399,167530325;6672053,00785281;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782113";60,2025076747456;18,3521181918105;685775,855162177;6678682,32094771;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782114";60,3310473412441;18,1350025588416;673069,168149038;6692395,7390249;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782115";60,165259889719;18,4551219856269;691698,022905681;6674832,26442799;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782116";60,4069679764442;18,1597962574002;674031,77861692;6700910,11004995;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782123";60,2664675170392;18,3686195920751;686326,187089103;6685845,961376;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782124";60,2703398714143;18,3633907151163;686015,144855814;6686262,09400625;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782125";60,269143610976;18,3578922605181;685718,007681059;6686113,48247676;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782126";60,2656940588164;18,3532855229643;685482,896673274;6685716,66752291;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782129";60,2567319715296;18,3547031645097;685612,024140189;6684723,39818266;"÷sthammar";"Uppsala l‰n";"T0688";"√ñsthammar";4906;"Medelstor t√§tort"
"782130";60,0326291104439;18,0210002680661;668299,363041306;6658890,10629251;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782131";60,0349698308909;18,0366450578916;669158,551379477;6659190,53747431;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782132";60,0370057601405;18,0351850075309;669066,848139408;6659413,38078499;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782133";60,0345506929748;18,1991634550398;678209,418643761;6659570,90245336;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782134";60,0360302512936;18,2298188679407;679908,126569354;6659818,58948238;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782135";60,0475375097226;18,0479599765647;669724,036297654;6660618,19506797;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782136";60,056237669839;18,2242428294675;679487,938208289;6662052,10859052;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782137";60,0588031202095;18,0692164990353;670848,879203127;6661926,70062339;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782138";60,0591846169623;18,0914055395481;672081,452263795;6662026,72569609;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782141";60,0630165467952;18,0527643708368;669911,832338277;6662353,19326156;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782142";60,0602200147151;18,2220376277183;679343,62583041;6662489,27804688;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782143";60,0637737720964;18,0313507056165;668716,67628147;6662382,60262748;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782144";60,3191293450416;18,2696233514052;680562,762350356;6691430,59134098;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782146";60,0659093642718;17,9664671373152;665096,399630276;6662456,40817672;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782147";60,0655878948751;18,1508242066103;675353,309949867;6662895,5127741;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782148";60,0646622250852;18,2083864771332;678560,168541984;6662946,64348608;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782149";60,0673828374155;18,0835832067789;671603,645696448;6662918,74555437;"÷sthammar";"Uppsala l‰n";"T0508";"Alunda";2629;"Medelstor t√§tort"
"782151";60,3348978650195;18,2782929037086;680953,936809688;6693209,09724495;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782152";60,0726135478752;18,0885076958805;671850,343604447;6663513,65708483;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782154";60,0819377071447;18,1156980826204;673313,568048442;6664622,33284435;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782155";60,0817128024411;18,2025277943166;678142,268791411;6664828,24193406;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782156";60,3228959368845;18,290620828027;681700,748154037;6691907,44106638;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782158";60,0849963995286;18,2199683877723;679094,080828288;6665240,79500626;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782159";60,0850100330015;18,2187290979974;679025,114280704;6665238,95339877;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782161";60,0941901885752;18,1210685639736;673547,712193857;6665999,96342728;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782162";60,0969247503115;17,9397296946647;663455,366079034;6665841,78452681;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782163";60,0975998516243;17,9228539545572;662514,123465001;6665875,28823579;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782165";60,096960376654;17,9635555034244;664779,362739484;6665904,93639608;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782166";60,0958427006243;18,0832820092763;671439,022266405;6666085,20618176;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782167";60,0983426376753;17,9481104999082;663914,105414595;6666020,35327446;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782169";60,1003370081077;18,1259057488846;673784,166664932;6666696,73517418;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782170";60,1020582730638;18,0779383833749;671109,801744664;6666763,07324142;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782172";60,0987823976409;18,4643482337888;692597,910819444;6667462,32353468;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782173";60,1070914410386;18,1237368542078;673628,084674399;6667442,70643403;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782174";60,1028666974966;18,4595153086273;692305,575962407;6667902,6903948;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782176";60,1128922665781;18,0755367200647;670920,18850255;6667962,55666785;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782178";60,1172478742056;18,1385028062466;674394,682515293;6668611,87426137;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782179";60,1191462254547;18,0579205105334;669909,415462289;6668613,10489734;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782180";60,1209101641702;18,0734616797729;670763,384815958;6668849,49281386;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782181";60,1213613453743;18,1491227577911;674962,65647148;6669097,7302469;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782182";60,1168399621804;18,4586248538844;692174,640444706;6669454,86688907;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782183";60,1229323728907;18,4548498769602;691929,531163406;6670121,77677554;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782184";60,1303662300727;18,1456412677427;674721,570708533;6670090,62342829;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782186";60,1334040408379;18,1018806708136;672276,250336077;6670313,72262281;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782187";60,1351581691291;18,1498700617284;674930,886889096;6670635,09056316;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782188";60,1356320415063;18,1301192740076;673832,060416756;6670635,67030113;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782189";60,131009823461;18,4339151693502;690720,471070878;6670959,88769679;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782190";60,1400291013551;17,9570502743421;664203,133194877;6670682,0635962;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782191";60,140369963594;17,9526436196844;663956,846865684;6670709,05096051;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782192";60,1377710508134;18,1089362721989;672645,028435754;6670818,1425584;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782193";60,1413978997449;18,1585246684326;675378,052415189;6671352,43475803;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782194";60,1466077412615;17,9361055989494;663008,035236391;6671362,34757944;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782196";60,1505021159494;17,8297451825512;657086,956422611;6671537,99743054;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782197";60,149513457821;17,9930572702672;666153,800583901;6671827,68844545;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782198";60,1501924649569;17,9970644305684;666372,716374954;6671913,34751155;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782202";60,1599003414748;17,8380869465094;657504,860479272;6672603,9066326;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782203";60,1503207586186;18,4264866627666;690196,562792855;6673087,17589849;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782204";60,1584343110534;17,9398972324489;663159,816705881;6672687,96713102;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782205";60,1554610077116;18,1875765668378;676914,739710552;6672994,93841255;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782206";60,1614734690376;18,009291412781;666993,895911363;6673199,7129163;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782207";60,1619825616865;17,9866616102505;665736,118249233;6673199,34821934;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782208";60,1547868740829;18,4204290466045;689834,758115209;6673566,68526506;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782209";60,161842943349;18,0290975683575;668090,591044524;6673291,09429814;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782210";60,1630284325525;18,0630670326146;669968,59704638;6673509,99889508;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782211";60,1658649537499;17,8437342779945;657789,534348983;6673281,26020324;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782212";60,1655323879656;17,9312047211835;662642,520059069;6673456,51199875;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782215";60,1663660635948;17,9739610823753;665009,673811709;6673655,3944555;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782218";60,1650909451399;17,7737646499031;653912,320678452;6673029,94444353;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782219";60,1724594329696;17,7709076839465;653719,419310329;6673843,43587429;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782220";60,1669609354297;18,1701731275838;675887,840239969;6674228,19322996;"÷sthammar";"Uppsala l‰n";"T0540";"Gimo";2782;"Medelstor t√§tort"
"782221";60,1712095137135;17,7939161611809;655001,222715507;6673758,11054873;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782222";60,504139946601;18,3892080704007;686102,674135211;6712351,19031915;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782223";60,1722981628948;18,166952250358;675680,722186035;6674813,56739641;"÷sthammar";"Uppsala l‰n";"T0540";"Gimo";2782;"Medelstor t√§tort"
"782224";60,1677321349694;18,1937628349491;677191,80964509;6674377,10003083;"÷sthammar";"Uppsala l‰n";"T0540";"Gimo";2782;"Medelstor t√§tort"
"782225";60,3071304731998;18,2326696084299;678588,645638288;6689994,6660239;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
"782226";60,1725849778296;17,8051359279332;655616,915905254;6673937,59875168;"÷sthammar";"Uppsala l‰n";NA;NA;NA;"Utanf√∂r t√§tort"
